name,price,date,overview,image
Tour Thái Lan 5N4Đ: BangKok - Pattaya - Quần Thể Suanthai - Chợ Nổi Bốn Miền - Chùa Bình Minh (Bay QH),7.350.000VND,02-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) ⚡Mua sắm tại Big C, thỏa sức mua sắm với hàng hóa phong phú và giá cả hấp dẫn. ⚡Chợ Nổi Bốn Miền, thưởng thức ẩm thực độc đáo giữa không gian chợ nổi sôi động. ⚡Chùa Bình Minh, chiêm ngưỡng ngôi chùa đẹp nhất Bangkok, lấp lánh giữa hoàng hôn. ⚡Đảo San Hô Pattaya, trải nghiệm lặn biển, ngắm san hô và tận hưởng làn nước trong xanh. ⚡Khám phá Quần thể Suanthai với văn hóa Thái qua trang phục và trải nghiệm cưỡi voi thú vị.",https://cdn2.ivivu.com/2024/11/15/16/doi-vong-canh-thai-lan-ivv-158x100.gif
Tour Thái Lan 5N4Đ: BangKok - Pattaya - Quần Thể Suanthai - Chợ Nổi Bốn Miền - Chùa Bình Minh,6.950.000VND,28-02-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) ⚡Mua sắm tại Big C, thỏa sức mua sắm với hàng hóa phong phú và giá cả hấp dẫn. ⚡Chợ Nổi Bốn Miền, thưởng thức ẩm thực độc đáo giữa không gian chợ nổi sôi động. ⚡Chùa Bình Minh, chiêm ngưỡng ngôi chùa đẹp nhất Bangkok, lấp lánh giữa hoàng hôn. ⚡Đảo San Hô Pattaya, trải nghiệm lặn biển, ngắm san hô và tận hưởng làn nước trong xanh. ⚡Khám phá Quần thể Suanthai với văn hóa Thái qua trang phục và trải nghiệm cưỡi voi thú vị.",https://cdn2.ivivu.com/2024/06/25/16/bangkok-ve-dem-ivv-158x100.gif
Tour Thái Lan 5N4Đ: Khám Phá Bangkok - Pattaya - Vườn Nong Nooch - Chùa Bình Minh - Lâu Đài Tỷ Phú,6.990.000VND,05-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Alcazar Show: Mãn nhãn với những màn trình diễn rực rỡ. - Lâu Đài Tỷ Phú Baan Sukhawadee: Kiến trúc sang trọng, đẳng cấp. - Massage Thái Cổ Truyền: Thư giãn, tận hưởng văn hóa Thái đích thực. - Đảo San Hô Koh Larn: Biển xanh tuyệt đẹp, trải nghiệm thể thao biển sôi động. - Dạo Sông Chaophraya & Check-in Wat Arun: Khung cảnh huyền bí, check-in cực chất.",https://cdn2.ivivu.com/2019/10/02/14/ivivu-baan-sukhawadee-158x100.jpg
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Bảo Tàng Muang Boran Độc Đáo - Chùa Phật Lớn,7.580.000VND,05-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Chợ nổi Pattaya: Trải nghiệm mua sắm và ẩm thực trên sông độc đáo. - Chùa Phật Lớn: Viếng thăm ngôi chùa nổi tiếng với tượng Phật khổng lồ linh thiêng. - Vườn nhiệt đới Nong Nooch: Ngắm cảnh vườn hoa rộng lớn và xem biểu diễn văn hóa Thái. - Dạo chơi phố đi bộ Pattaya: Thưởng thức không khí nhộn nhịp về đêm tại phố đi bộ sôi động. - Bảo tàng Muang Boran:Khám phá bảo tàng ngoài trời lớn nhất Thái Lan, với các mô hình kiến trúc lịch sử đặc sắc.",https://cdn2.ivivu.com/2023/08/29/15/ivivu-vuon-khinh-khi-cau-thai-lan-158x100.jpg
Tour Thái Lan 5N4Đ: Khám Phá Bangkok - Pattaya - Chùa Bình Minh - Trải Nghiệm Cưỡi Voi  (Bay FD),6.990.000VND,06-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Vườn Nông Nooch: Khám phá vườn nhiệt đới lớn nhất Thái Lan. - Icon Siam: Mua sắm và thưởng thức show nhạc nước đẳng cấp. - Chợ Nổi bốn miền Pattaya: Trải nghiệm văn hóa mua sắm trên sông. - Cưỡi voi Pattaya: Trải nghiệm gần gũi và thú vị với voi biểu tượng của Thái Lan. - Chùa Bình Minh: Kiệt tác kiến trúc bên dòng Chao Phraya, biểu tượng văn hóa Thái Lan.",https://cdn2.ivivu.com/2019/10/02/14/ivivu-baan-sukhawadee-158x100.jpg
Tour Thái Lan 5N4Đ: HCM - Bangkok - Pattaya - Quần Thể Suanthai - Icon Siam,6.880.000VND,07-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Chợ nổi Pattaya: Trải nghiệm mua sắm và ẩm thực trên sông độc đáo. - Khám phá Suanthai Pattaya, trải nghiệm chợ nổi Bốn Miền và thưởng thức xôi xoài đặc sản. - Đến đảo San Hô, thỏa sức tắm biển, thưởng thức hải sản tươi ngon, thử sức với dù bay, lướt ván. - Tham quan chùa Wat Phra Yai, Trân Bảo Phật Sơn, tận hưởng buffet BBQ hấp dẫn và massage Thái thư giãn. - Thưởng thức buffet sang trọng tại Baiyoke Sky, chiêm ngưỡng Bangkok từ tầng 86, xem show Alcazar đẳng cấp.",https://cdn2.ivivu.com/2022/04/07/19/ivivu-cho-noi-bon-mien-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Chùa Bình Minh - Công Viên Khủng Long - Icon Siam,7.580.000VND,28-02-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Icon Siam: Thỏa thích mua sắm tại trung tâm thương mại hiện đại bậc nhất Bangkok. - Thưởng thức ẩm thực Thái: Thử các món đặc sản đường phố và ẩm thực truyền thống. - Công viên Nong Nooch: Khám phá mô hình khủng long sống động, lý tưởng cho các gia đình. - Chùa Bình Minh (Wat Arun): Chiêm ngưỡng ngôi chùa bên sông với kiến trúc độc đáo và lộng lẫy. - Trân Bảo Phật Sơn (Khao Chee Chan): Tham quan tượng Phật khắc vàng trên núi, biểu tượng linh thiêng của Pattaya.",https://cdn2.ivivu.com/2022/03/10/15/ivivu-chua-phat-lon-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Chùa Bình Minh - Vườn Nhiệt Đới Nong Nooch,6.990.000VND,08-03-2025,🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Chùa Bình Minh: Chiêm ngưỡng tháp cao và kiến trúc tinh xảo. - Chợ Nổi Bốn Miền: Tự do mua sắm và thưởng thức ẩm thực Thái Lan. - Vườn Nong Nooch: Khám phá công viên khủng long và show voi vui nhộn. - Dạo thuyền sông Chao Phraya: Ngắm cảnh Bangkok và hiện tượng cá nổi. - Trân Bảo Phật Sơn: Chiêm ngưỡng tượng Phật dát vàng 24k nổi bật trên vách núi.,https://cdn2.ivivu.com/2024/06/14/11/pattaya-ivv-158x100.gif
Tour Thái Lan 5N4Đ: Bangkok - Pattaya - Bubble In Forest Café,7.490.000VND,04-03-2025,"🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Check-in Bubble in Forest Café: Thư giãn với chỗ ngồi nổi trên nước, mang cảm giác như Maldives. - Khám phá vườn Nong Nooch: Dạo bước trong khu vườn thiên nhiên tuyệt đẹp. - Trải nghiệm ẩm thực Thái với 1 bữa tối tiêu chuẩn Michelin. - Tham quan Wat Yannawa: Chùa Thuyền linh thiêng với kiến trúc độc đáo. - Mua sắm tại IconSiam: Trải nghiệm trung tâm thương mại lớn nhất Bangkok.",https://cdn2.ivivu.com/2020/06/11/14/ivivu-thai-lan-bia-158x100.gif
Tour Thái Lan 5N4Đ: TP.HCM - Bangkok - Pattaya - Vườn Nhiệt Đới Noong Nooch (Bay VJ),7.690.000VND,02-04-2025,🎁Tặng Voucher 500k(Áp dụng đến 28/02/2025) - Tham quan Vườn Noong Nooch: Ngắm cảnh đẹp và xem biểu diễn voi. - Massage Thái cổ truyền: Thư giãn cơ thể với liệu pháp truyền thống. - Khám phá Đảo Coral: Tắm biển và tham gia trò chơi nước. - Chiêm ngưỡng Trân Bảo Phật Sơn: Tượng Phật lớn trên vách núi. - Buffet Baiyoke Sky: Thưởng thức ẩm thực tại nhà hàng cao nhất Bangkok.,https://cdn2.ivivu.com/2022/04/14/17/ivivu-baiyoke-sky-bangkok-158x100.gif
Tour Miền Bắc 5N4Đ: HCM - Hà Nội - Sapa - Lào Cai - Ninh Bình - Hạ Long,8.590.000VND,05-03-2025,"Khám phá vẻ đẹp miền Bắc Việt Nam qua hành trình 5 ngày 4 đêm, xuất phát từ TP.HCM. Bắt đầu tại Hà Nội, du khách sẽ tham quan Văn Miếu, Hồ Hoàn Kiếm và khu phố cổ. Tiếp tục đến Sapa, chiêm ngưỡng cảnh núi rừng Tây Bắc, thăm bản Cát Cát và chinh phục đỉnh Fansipan. Sau đó, hành trình đưa du khách đến Lào Cai, khám phá vẻ đẹp biên giới và văn hóa địa phương. Tiếp theo, đến Ninh Bình, du khách tham quan Tràng An và chùa Bái Đính, tận hưởng cảnh quan thiên nhiên kỳ vĩ. Cuối cùng, hành trình kết thúc tại Hạ Long với chuyến du thuyền ngắm nhìn hàng nghìn đảo đá tuyệt đẹp trên vịnh. Chuyến đi này mang lại những trải nghiệm và kỷ niệm khó quên. Cùng iVIVU khám phá ngay hôm nay!",https://cdn2.ivivu.com/2019/12/09/16/ivivu-cua-khau-huu-nghi-viet-trung-158x100.gif
Tour Miền Bắc 5N4Đ: HCM - Hà Nội - Hạ Long - Tràng An - Ninh Bình - Tam Chúc - Sapa,9.190.000VND,12-03-2025,"- Trải nghiệm Sapa: Thăm bản Cát Cát, chinh phục đỉnh Fansipan bằng cáp treo. - Du ngoạn Vịnh Hạ Long: Ngắm hòn đảo đá vôi kỳ vĩ, khám phá Hang Sửng Sốt. - Thuyền nan Tràng An: Chiêm ngưỡng cảnh núi non thơ mộng và hệ thống hang động độc đáo. - Tham quan chùa Tam Chúc: Khám phá chùa lớn nhất thế giới với khung cảnh non nước hữu tình. - Khám phá Hà Nội: Dạo phố cổ, tham quan Lăng Bác và Văn Miếu, trải nghiệm ẩm thực độc đáo.",https://cdn2.ivivu.com/2015/07/10/11/dong-thien-cung-ha-long-1--158x100.jpg
Tour Miền Bắc 5N4Đ: HCM - Sapa - Bái Đính - Tràng An - Hạ Long,8.590.000VND,05-03-2025,"- Tham quan vịnh Hạ Long: Kỳ quan thiên nhiên thế giới. - Viếng chùa Bái Đính: Quần thể chùa lớn nhất Đông Nam Á. - Chèo thuyền khám phá Tràng An: Di sản thiên nhiên thế giới. - Khám phá bản Cát Cát, tìm hiểu văn hóa H’Mông và check-in cảnh đẹp. - Chinh phục đỉnh Fansipan bằng cáp treo, ngắm dãy Hoàng Liên Sơn hùng vĩ.",https://cdn2.ivivu.com/2019/12/09/16/ivivu-cua-khau-huu-nghi-viet-trung-158x100.gif
Tour Miền Bắc 5N4Đ: HCM - Hà Giang - Cao Bằng - Thác Bản Giốc - Lạng Sơn,8.990.000VND,12-03-2025,"- Động Ngườm Ngao: Khám phá kỳ quan thạch nhũ độc đáo dưới lòng đất. - Đèo Mã Pí Lèng: Chinh phục cung đèo huyền thoại, ngắm sông Nho Quế. - Thác Bản Giốc: Chiêm ngưỡng thác nước lớn nhất Đông Nam Á, đẹp mê hồn. - Cột cờ Lũng Cú: Check-in tại cực Bắc, biểu tượng thiêng liêng của Việt Nam. - ATK Tân Trào: Thăm khu di tích lịch sử, nơi gắn liền với Cách mạng Việt Nam.",https://cdn2.ivivu.com/2024/08/23/13/tan-trao-ivivu-158x100.gif
Tour Miền Bắc 5N4Đ: HCM - Hà Giang - Đồng Văn - Sông Nho Quế - Cao Bằng - Thác Bản Giốc - Lạng Sơn,8.290.000VND,05-03-2025,"Khám phá chương trình tour 5 ngày 4 đêm đưa du khách đến với vẻ đẹp tuyệt vời của miền núi phía Bắc Việt Nam, bắt đầu từ Hà Giang với những điểm đến ấn tượng như Cột Cờ Lũng Cú, đèo Mã Pì Lèng huyền thoại và dòng sông Nho Quế thơ mộng. Tiếp nối là Cao Bằng với di tích lịch sử Pác Pó, hang động kỳ thú Ngườm Ngao và Thác Bản Giốc hùng vĩ giữa núi rừng biên giới. Cuối hành trình, đoàn sẽ ghé thăm Lạng Sơn, nơi mang đậm dấu ấn lịch sử và văn hóa, trước khi trở về Hà Nội và TP. Hồ Chí Minh, kết thúc chuyến đi đầy cảm xúc. Cùng iVIVU khám phá ngay hôm nay!",https://cdn2.ivivu.com/2024/08/23/13/tan-trao-ivivu-158x100.gif
Tour Tây Bắc 5N4Đ: HCM - Sapa - Điện Biên - Mộc Châu - Hòa Bình,8.690.000VND,05-03-2025,"- Tham quan đồi chè, thung lũng mận Mộc Châu. - Giao lưu văn hóa, thưởng thức ẩm thực Tây Bắc. - Chinh phục đỉnh Fansipan và khám phá bản Cát Cát ở Sapa. - Tìm hiểu lịch sử tại hầm Đờ Cát, tượng đài chiến thắng Điện Biên. - Thăm quan bản Lác, Mai Châu, hòa mình vào cuộc sống người Thái địa phương.",https://cdn2.ivivu.com/2022/12/26/17/ivivu-cua-khau-ha-khau-158x100.gif
Tour Miền Bắc 5N4Đ: HCM - Hà Nội - Lũng Cú - Đèo Mã Phì Lèng - Sông Nho Quế - Fansipan - Bản Cát Cát,8.700.000VND,12-03-2025,"- Lên đỉnh Fansipan: Chạm nóc nhà Đông Dương bằng cáp treo hiện đại, ngắm mây trời bồng bềnh. - Chinh phục Đèo Mã Pí Lèng: Ngắm hẻm vực Tu Sản và sông Nho Quế từ cung đường đèo huyền thoại. - Tham quan Bản Cát Cát: Tìm hiểu văn hóa người H’Mông với làng nghề truyền thống và cảnh sắc yên bình. - Chèo thuyền trên Sông Nho Quế: Hòa mình vào thiên nhiên kỳ vĩ trên dòng sông xanh biếc giữa núi non hùng vĩ. - Check-in Cột cờ Lũng Cú: Khám phá điểm cực Bắc thiêng liêng của Việt Nam, nơi lá cờ Tổ quốc tung bay kiêu hãnh.",https://cdn2.ivivu.com/2022/06/23/14/ivivu-nui-doi-co-tien-158x100.gif
Tour Đà Nẵng - Huế 4N3Đ: Bà Nà - Phố Cổ Hội An - Cố Đô Huế,6.990.000VND,13-03-2025,"- Cầu Vàng Bà Nà Hills: Check-in biểu tượng nổi tiếng, khám phá làng Pháp và vui chơi tại Fantasy Park. - Phố Cổ Hội An: Tản bộ qua Chùa Cầu, nhà cổ, thưởng thức món Cao Lầu trứ danh. - Đầm Lập An & Phá Tam Giang: Check-in thiên nhiên thơ mộng, khám phá đầm phá nước lợ lớn nhất Đông Nam Á. - Di sản Huế: Tham quan Lăng Khải Định, Chùa Thiên Mụ và thưởng ngoạn vẻ đẹp cổ kính cố đô. - Ẩm thực đặc sản: Thưởng thức bánh bèo, cơm hến, và buffet tại Bà Nà Hills.",https://cdn2.ivivu.com/2022/06/22/17/ivivu-chua-cau-hoi-an-158x100.gif
Tour Đà Nẵng 4N3Đ: HCM - Hội An - Quảng Bình - Huế,6.290.000VND,27-02-2025,"- Đắm mình trong vẻ đẹp thanh tịnh của Chùa Thiên Mụ bên sông Hương thơ mộng. - Thả mình trên bãi biển Biển Mỹ Khê cát trắng, tận hưởng làn nước xanh mát của Đà Nẵng. - Khám phá Kinh thành Huế dấu ấn hoàng gia triều Nguyễn giữa kiến trúc cung đình tráng lệ. - Chiêm ngưỡng Động Phong Nha kỳ quan thiên nhiên với thạch nhũ kỳ ảo như chốn thần tiên. - Phố cổ Hội An, dạo chơi giữa ánh đèn lồng lung linh, thưởng thức ẩm thực độc đáo của phố cổ.",https://cdn2.ivivu.com/2023/02/13/17/ivivu-ban-dao-son-tra-158x100.gif
Tour Đà Nẵng 4N3Đ: HCM - Đà Nẵng - KDL Bà Nà - Sơn Trà - Hội An - Động Thiên Đường - Làng hương Thủy Xuân,7.990.000VND,30-03-2025,"- Bà Nà Hills - Tiên cảnh chốn nhân gian: Check-in Cầu Vàng, trải nghiệm cáp treo và dạo bước trong khu làng Pháp. - Phố cổ Hội An huyền bí: Ngắm đèn lồng lung linh, tham quan Chùa Cầu và những ngôi nhà cổ độc đáo. - Sơn Trà - Linh Ứng Tự: Chiêm ngưỡng tượng Phật Quan Âm cao nhất Việt Nam, tận hưởng không khí trong lành. - Động Thiên Đường: Khám phá 'Hoàng cung lòng đất' với thạch nhũ tráng lệ và không gian huyền ảo. - Làng hương Thủy Xuân: Trải nghiệm làm hương truyền thống, check-in cùng sắc màu rực rỡ.",https://cdn2.ivivu.com/2022/03/10/16/ivivu-ban-dao-son-tra-158x100.gif
Tour Đà Nẵng Trong Ngày:  Bà Nà Hill - Quyến Rũ Làng Pháp,1.250.000VND,25-04-2025,"Khám phá Đà Nẵng trong ngày với hành trình đến Bà Nà Hill. Tận hưởng không gian mát mẻ và phong cảnh tuyệt đẹp trên cáp treo đạt kỷ lục thế giới. Tham quan Làng Pháp quyến rũ với kiến trúc châu Âu cổ điển, chiêm ngưỡng cảnh quan từ Cầu Vàng nổi tiếng. Tham gia các hoạt động vui chơi tại Fantasy Park, công viên giải trí trong nhà lớn nhất Việt Nam. Thưởng thức ẩm thực đa dạng và phong phú tại các nhà hàng trên đỉnh Bà Nà. Tour lý tưởng cho gia đình và du khách muốn tận hưởng một ngày trọn vẹn tại điểm đến hấp dẫn này. Cùng iVIVU khám phá ngay hôm nay!",Không tìm thấy ảnh
Tour Đà Nẵng 3N2Đ: Đà Nẵng - Sơn Trà - Bà Nà - Hội An - Rừng Dừa Bảy Mẫu,4.990.000VND,09-03-2025,"Khám phá vẻ đẹp của miền Trung với các điểm đến nổi bật như Bán Đảo Sơn Trà, viếng Linh Ứng Tự - nơi có tượng Phật Bà cao nhất Việt Nam. Tiếp đó, đoàn sẽ trải nghiệm rừng dừa Bảy Mẫu và khám phá phố cổ Hội An với những công trình cổ kính như Chùa Cầu, Hội Quán Phước Kiến. Ngày thứ hai, du khách có thể tự do tham quan Bà Nà Hills, chiêm ngưỡng Cầu Vàng nổi tiếng và tận hưởng không khí bốn mùa trong một ngày. Ngày cuối cùng, hành trình đến với Ngũ Hành Sơn, khám phá các ngôi chùa linh thiêng và động đá độc đáo. Một chuyến đi kết hợp hài hòa giữa thiên nhiên, văn hóa và những trải nghiệm đáng nhớ tại miền Trung Việt Nam. Cùng iVIVU khám phá ngay hôm nay!",https://cdn2.ivivu.com/2017/01/18/11/ivivu-tour-da-na-ng-1n-city-tour-chua-linh-ung-158x100.jpg
Tour Đà Nẵng Trong Ngày: Khám Phá Núi Thần Tài,740.000VND,25-04-2025,"Khám phá Đà Nẵng trong ngày với hành trình đến Núi Thần Tài. Trải nghiệm không gian thư giãn và giải trí tại công viên suối khoáng nóng, ngâm mình trong các hồ khoáng tự nhiên và tắm bùn khoáng. Tham gia các hoạt động vui chơi tại công viên nước, tận hưởng các trò chơi cảm giác mạnh và bể bơi ngoài trời. Thưởng thức ẩm thực phong phú tại các nhà hàng trong khuôn viên. Tour lý tưởng cho gia đình và du khách muốn tận hưởng một ngày thư giãn và giải trí tại điểm đến nổi tiếng này. Cùng iVIVU khám phá ngay hôm nay!",Không tìm thấy ảnh
Tour Đà Nẵng Trong Ngày: Khám Phá Chùa Linh Ứng - Ngũ Hành Sơn - Hội An,450.000VND,25-04-2025,"Khám phá Đà Nẵng trong ngày với hành trình tham quan chùa Linh Ứng, Ngũ Hành Sơn và phố cổ Hội An. Tham quan chùa Linh Ứng với tượng Phật Bà Quan Âm cao nhất Việt Nam, tận hưởng không gian yên bình và phong cảnh tuyệt đẹp. Khám phá Ngũ Hành Sơn, chiêm ngưỡng các hang động huyền bí và cảnh quan hùng vĩ từ trên cao. Tiếp tục hành trình đến phố cổ Hội An, dạo bước trên những con phố cổ kính, tham quan các ngôi nhà cổ và thưởng thức ẩm thực địa phương. Tour lý tưởng cho gia đình và du khách muốn tận hưởng và khám phá những điểm đến nổi tiếng trong thời gian ngắn. Cùng iVIVU khám phá ngay hôm nay!",Không tìm thấy ảnh
Tour Đà Nẵng Trong Ngày: Ngũ Hành Sơn - Phố Cổ Hội An,390.000VND,25-04-2025,"Khám phá Đà Nẵng trong ngày với hành trình tham quan Ngũ Hành Sơn và phố cổ Hội An. Khám phá Ngũ Hành Sơn, chiêm ngưỡng các hang động huyền bí và cảnh quan hùng vĩ từ trên cao. Tham quan các chùa linh thiêng và các làng nghề truyền thống dưới chân núi. Tiếp tục hành trình đến phố cổ Hội An, dạo bước trên những con phố cổ kính, tham quan các ngôi nhà cổ, chùa Cầu và chợ đêm Hội An. Thưởng thức ẩm thực địa phương phong phú và mua sắm tại các cửa hàng thủ công mỹ nghệ. Tour lý tưởng cho gia đình và du khách muốn tận hưởng và khám phá những điểm đến nổi tiếng trong thời gian ngắn. Cùng iVIVU khám phá ngay hôm nay!",Không tìm thấy ảnh
Tour Đà Nẵng Trong Ngày: Tham Quan Cù Lao Chàm,550.000VND,25-04-2025,"Khám phá Cù Lao Chàm trong ngày từ Đà Nẵng với hành trình tham quan Bãi Ông. Tận hưởng vẻ đẹp hoang sơ của biển xanh cát trắng, tham gia lặn biển ngắm san hô và khám phá hệ sinh thái biển đa dạng. Tham quan Bãi Ông, nơi có bãi biển đẹp và sạch, thích hợp cho các hoạt động tắm biển và thư giãn. Trải nghiệm cuộc sống làng chài và thưởng thức hải sản tươi ngon tại các nhà hàng ven biển. Tour lý tưởng cho gia đình và du khách muốn tận hưởng một ngày thư giãn và khám phá thiên nhiên tuyệt đẹp. Cùng iVIVU khám phá ngay hôm nay!",Không tìm thấy ảnh
Tour Xe Lửa Miền Trung 5N4Đ: HCM - Đà Nẵng - Hội An - Huế,4.790.000VND,08-05-2025,"- Khám phá Bà Nà Hills: Tận hưởng khí hậu se lạnh, ngắm toàn cảnh thành phố từ Cầu Vàng. - Thưởng ngoạn Phố cổ Hội An - Di sản thế giới: Dạo bước trong không gian cổ kính, check-in Chùa Cầu và ánh đèn lồng rực rỡ. - Kinh thành Huế - Vẻ đẹp cổ kính triều Nguyễn: Chiêm ngưỡng Đại Nội, Ngọ Môn và những công trình lịch sử tráng lệ. - Dạo bước làng nghề Truyền thống: Khám phá làng nghề làm đèn lồng tại Hội An với những sắc màu rực rỡ. - Thưởng thức ẩm thực đặc sắc miền Trung: Trải nghiệm các món đặc sản độc đáo như cao lầu, bánh bèo, và mì Quảng.",https://cdn2.ivivu.com/2024/05/21/18/tau-lua-da-nang-ghe-ngoi-ivv-158x100.gif
Tour Đà Nẵng - Huế - Quảng Bình 4N3Đ: Khám Phá Di Sản Miền Trung,7.390.000VND,13-03-2025,"- Thưởng ngoạn Động Phong Nha: Khám phá 'kỳ quan đệ nhất động' với vẻ đẹp kỳ vĩ và huyền bí. - Thả hồn tại Đầm Lập An: Check-in thiên đường 'cõi mơ' giữa mây trời và biển nước. - Chiêm bái Thánh Địa La Vang: Địa điểm tâm linh quan trọng, yên bình và thiêng liêng. - Khám phá phố cổ Hội An: Lạc bước giữa không gian cổ kính, đậm chất văn hóa. - Chinh phục Bà Nà Hills: Trải nghiệm cáp treo, cầu Vàng, và khu làng Pháp đầy thơ mộng.",https://cdn2.ivivu.com/2022/03/10/16/ivivu-ban-dao-son-tra-158x100.gif
Tour Tham Quan Đà Nẵng Hai Tiếng: Bán Đảo Sơn Trà - Lặn Biển Ngắm San Hô Câu Cá,450.000VND,25-04-2025,"Khám phá Đà Nẵng trong hai tiếng với hành trình tham quan bán đảo Sơn Trà. Tham gia lặn biển ngắm san hô, chiêm ngưỡng vẻ đẹp của hệ sinh thái dưới nước đầy màu sắc. Trải nghiệm câu cá tại vùng biển trong lành, tận hưởng không gian yên bình và phong cảnh tuyệt đẹp. Tham quan chùa Linh Ứng với tượng Phật Bà Quan Âm cao nhất Việt Nam, ngắm nhìn toàn cảnh thành phố Đà Nẵng từ trên cao. Tour lý tưởng cho du khách muốn tận hưởng những trải nghiệm thú vị trong thời gian ngắn. Cùng iVIVU khám phá ngay hôm nay!",Không tìm thấy ảnh
Tour Đà Nẵng 3N2Đ: HCM - Đà Nẵng - Rừng Dừa Bảy Mẫu - Hội An - Bà Nà Hills,5.290.000VND,11-04-2025,"- Phố cổ Hội An: Dạo phố đèn lồng lung linh, thưởng thức ẩm thực đặc sản. - Bà Nà Hills: Chiêm ngưỡng Cầu Vàng, làng Pháp và vui chơi tại Fantasy Park. - Biển Mỹ Khê: Tận hưởng làn nước trong xanh tại bãi biển đẹp nhất hành tinh. - Rừng Dừa Bảy Mẫu: Trải nghiệm chèo thuyền thúng, câu cua, và khám phá rừng dừa xanh mát. - Công viên Kỳ Quan Thế Giới: Khám phá mô hình thu nhỏ của những công trình nổi tiếng toàn cầu.",https://cdn2.ivivu.com/2024/08/22/15/hoi-an-ivivuu-158x100.gif
Tour Xe Lửa Đà Nẵng 4N5Đ: Sài Gòn - Đà Nẵng - Hội An - Kinh Thành Huế - Lăng Khải Định,5.750.000VND,28-05-2025,"- Bà Nà Hills - Khám phá Cầu Vàng huyền thoại: Dạo bước trên cầu vàng nổi tiếng, chiêm ngưỡng toàn cảnh núi rừng tuyệt đẹp. - Phố cổ Hội An - Di sản thế giới: Ngắm đèn lồng lung linh, tham quan Chùa Cầu và thưởng thức ẩm thực đặc sắc. - Kinh Thành Huế - Hoàng cung uy nghi: Khám phá cung điện cổ kính, di sản UNESCO mang đậm dấu ấn triều Nguyễn. - Lăng Khải Định - Kiệt tác kiến trúc: Chiêm ngưỡng công trình tinh xảo kết hợp phong cách Á - Âu độc đáo. - Biển Mỹ Khê - Một trong những bãi biển đẹp nhất hành tinh: Tận hưởng làn nước trong xanh và bãi cát trắng đầy thơ mộng.",https://cdn2.ivivu.com/2018/06/22/14/da-nang-158x100.jpg
Tour Đà Nẵng 4N3Đ: HCM - Huế - Quảng Bình - Đà Nẵng - Hội An,6.290.000VND,01-03-2025,"- Khám phá Hội An về đêm: Dạo phố cổ, ngắm đèn lồng lung linh, thưởng thức ẩm thực địa phương đặc sắc. - Chinh phục động Phong Nha: Kỳ quan thiên nhiên thế giới với những thạch nhũ lung linh, huyền ảo trong lòng núi đá vôi. - Tham quan Kinh thành Huế: Đắm chìm trong vẻ đẹp cổ kính của Đại Nội Huế, lắng nghe câu chuyện về triều đại nhà Nguyễn. - Tận hưởng Bà Nà Hills (Option): Trải nghiệm cáp treo ấn tượng, chiêm ngưỡng Cầu Vàng nổi tiếng và vui chơi tại Fantasy Park. - Checkin Cầu Hiền Lương - Sông Bến Hải: Biểu tượng chia cắt Bắc - Nam một thời, nơi lưu giữ ký ức hào hùng của dân tộc.",https://cdn2.ivivu.com/2022/05/12/18/phong-nha-ke-bang-view-158x100.jpg
Tour Trung Quốc 5N4Đ: Thượng Hải - Ô Trấn - Tô Châu - Hàng Châu - Disneyland (option) - Mùa Hoa Anh Đào,18.950.000VND,26-03-2025,"- Tô Châu: Tìm hiểu văn hóa và lịch sử địa phương qua các đền đài cổ kính và bảo tàng. - Hàng Châu: Tận hưởng vẻ đẹp thơ mộng của Hồ Tây và những khu vườn truyền thống tinh tế. - Thượng Hải hiện đại với những tòa nhà chọc trời, trung tâm thương mại lớn và phố đi bộ sầm uất. - Disneyland Thượng Hải: Trải nghiệm không gian kỳ diệu và các trò chơi hấp dẫn dành cho cả gia đình. - Ngắm hoa anh đào: Thưởng thức khung cảnh lãng mạn với hàng rào hoa anh đào rực rỡ trong mùa nở.",https://cdn2.ivivu.com/2024/12/17/10/ben-thuong-hai-ne-ivv-158x100.gif
